data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8667005,566,NIG22298,22298,"16 October 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,"Maiduguri Metro",,Maiduguri,11.8312,13.1517,1,"HumAngle; Daily Post (Nigeria); Twitter","New media-National","On 16 October 2021, Nigerian forces repelled an attack by ISWAP militants at Kumshe area in Maiduguri (Maiduguri Metro, Borno); over seven militants were killed.",7,1638292281,NGA
8597190,566,NIG22278,22278,"15 October 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,"Nigeria Punch; Daily Trust (Nigeria); Sahara Reporters",National-Regional,"On 15 October 2021, three farmers were killed by Fulani pastoralists in Nkiendonwro, Miango district (Bassa, Plateau). One other person was wounded by the group.",3,1634581156,NGA
8597356,566,NIG22277,22277,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Osun,"Ilesha West",,Ilesa,7.6167,4.7333,1,"Daily Post (Nigeria)",National,"On 15 October 2021, traders blocked a road with their wares in the Atakunmosa central market, Ilesa (Ilesha West, Osun) in protest over the government's alleged insensitivity vacating traders who display their wares on the road. The protesters demanded for a renovation of the market. [size=no report]",0,1634581157,NGA
8644113,566,NIG22287,22287,"15 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Katsina Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Banye Communal Group (Nigeria); Students (Nigeria)",7,47,"Western Africa",Nigeria,Katsina,Charanchi,,Banye,12.6661,7.5882,1,"Daily Trust (Nigeria); Premium Times (Nigeria)",National,"On 15 October 2021, a Katsina militia attacked and abducted two people in Banye (Charanchi, Katsina), the village head and a student. The victims were released on 10 November, an undisclosed amount was paid as ransom.",0,1637008334,NGA
8644117,566,NIG22509,22509,"15 October 2021",2021,3,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Karim Lamido Communal Militia (Nigeria)",,4,34,"Western Africa",Nigeria,Taraba,"Karim Lamidu",,Kambari,8.7333,10.5333,2,"Daily Trust (Nigeria); Daily Post (Nigeria)",National,"Around 15 October 2021 (month of), unidentified armed individuals clashed with Karim Lamidu militia in the Karim Lamidu LGA (Taraba), coded as Kambari. Seven of the attackers were killed and their bodies were taken away by the group.",7,1637008334,NGA
8667145,566,NIG22288,22288,"15 October 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Yobe,Gujba,,Goniri,11.4833,12.3144,1,Twitter,"New media","On 15 October 2021, ISWAP claimed a mortar attack with four mortar shells on a Nigerian army base in Goniri (Gujba, Yobe). Casualties unknown.",0,1638292282,NGA
8667191,566,NIG22289,22289,"15 October 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Monguno,,Monguno,12.6786,13.6079,2,Twitter,"New media","On 15 October 2021, ISWAP claimed an ambush on a convoy of Nigerian soldiers using an IED along Monguno-Gajiram (Monguno, Borno). Ten soldiers were reportdely killed, two vehicles were destroyed, two others were damaged, weapons and ammunitions were seized by the militants.",10,1638292282,NGA
8597188,566,NIG22271,22271,"14 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Blueprint; Nigeria Punch",National,"On 14 October 2021, thousands of basketball players protested over the alleged poor leadership of the Nigeria basketball federation in Abuja (Abuja Municipal, FCT). [size=thousands]",0,1634581156,NGA
8597501,566,NIG22276,22276,"14 October 2021",2021,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Labour Group (Nigeria)",7,47,"Western Africa",Nigeria,Zamfara,"Kaura Namoda",,Sakajiki,12.5226,6.4785,1,"Nigeria Punch",National,"On 14 October 2021, a Zamfara communal militia attacked and killed twelve civilians in Sakajiki (Kaura Namoda, Zamfara). The assailants looted food items and destroyed several houses and shops.",12,1634581157,NGA
8605418,566,NIG22274,22274,"14 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Kwara,Ekiti,,"Obo Aiyegunle",8.0333,5.2667,2,"Inside Arewa (Nigeria); Daily Leadership (Nigeria); EONS Intelligence; Daily Champion",National,"On 14 October 2021, unidentified armed men abducted two children of a monarch and three domestic staff between Osi and Obo Aiyegunle (Ekiti, Kwara). The victims were rescued by the police around 18 October.",0,1635193320,NGA
8628672,566,NIG22358,22358,"14 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Toto Communal Militia (Nigeria)",7,37,"Western Africa",Nigeria,Nassarawa,Toto,,Toto,8.3789,7.0844,2,"Daily Trust (Nigeria)",National,"On 14 October 2021, armed men abducted a man along the Abaji-Toto road (Toto, Nassarawa), coded as Toto. The victim was a local militia member (assumed unarmed at this time). He was killed later in November after a ransom of 2 million naira was paid by his family [coded separately].",0,1636405422,NGA
8667192,566,NIG22273,22273,"14 October 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Kaga,,Ngamdu,11.7652,12.2605,2,Twitter,"New media","On 14 October 2021, ISWAP claimed an attack on soldiers at a checkpoint in Tasmukawau (Kaga, Borno), coded as Ngamdu. Five soldiers were killed, two vehicles were taken by the militants and one was burnt.",5,1638292282,NGA
8667193,566,NIG22272,22272,"14 October 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Abadan,,"Malam Fatori",13.6746,13.3395,1,Twitter,"New media","On 14 October 2021, ISWAP claimed a mortar attack on a Nigerian military base in Malam Fatori (Abadan, Borno). Casualties unknown.",0,1638292282,NGA
8597184,566,NIG22265,22265,"13 October 2021",2021,1,Battles,"Armed clash","NURTW: National Union of Road Transport Workers",,3,"RTEAN: Road Transport Employers Association of Nigeria",,3,33,"Western Africa",Nigeria,Lagos,Apapa,,Apapa,6.4456,3.3592,2,"Sun (Nigeria); Sahara Reporters",National-Regional,"On 13 October 2021, suspected NURTW members clashed with RTEAN members over clashes regarding ticket fees for truck drivers at Mile two (Apapa, Lagos), coded as Apapa. Three RTEAN members were killed, an unspecified number of persons were wounded from both sides.",3,1634581156,NGA
8597185,566,NIG22268,22268,"13 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria); Farmers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Rivers,Ogba,,Omoku,5.3435,6.6532,1,"Guardian (Nigeria); Nigeria Punch; Sahara Reporters",National-Regional,"On 13 October 2021, hundreds of women from five communities in Ogba-Egbema-Andoni blocked the entrance of Ogba council at Omoku (Ogba, Rivers) in protest over the repeated invasion and destruction of their farmlands by Fulani pastoralists. [size=hundreds]",0,1634581156,NGA
8597187,566,NIG22270,22270,"13 October 2021",2021,1,Battles,"Armed clash","Zamfara Communal Militia (Nigeria)",,4,"Military Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,Faskari,,Wanzamai,11.7946,7.0487,2,"Premium Times (Nigeria); EONS Intelligence; Daily Trust (Nigeria); Inside Arewa (Nigeria)",National,"On 13 October 2021, a Zamfara militia ambushed Nigerian soldiers responding to a distress call between Kucheri and Wanzamai (Faskari, Katsina). Five soldiers were killed, and their rifles were stolen by the militia; an unspecified number of motorists were abducted.",5,1634581156,NGA
8597349,566,NIG22266,22266,"13 October 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Oyo,"Ibadan North West",,Ibadan,7.3776,3.9059,1,"Daily Independent (Nigeria)",National,"Around 13 October 2021 (as reported), a large turnout of residents of Fenwa community protested in front of the governor's office in Ibadan (Ibadan North West, Oyo) over alleged wrongful takeover of their land by estate developers. [size=large]",0,1634581157,NGA
8597616,566,NIG22267,22267,"13 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Edo,"Akoko Edo",,Ibillo,7.4373,6.0694,1,"Sun (Nigeria)",National,"On 13 October 2021, unidentified armed men abducted some passengers travelling in Ibillo (Akoko Edo, Edo). The travelers were going to Makurdi from Lagos. There are no reports about demands for ransom yet.",0,1634581157,NGA
8605964,566,NIG22286,22286,"13 October 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)",,7,17,"Western Africa",Nigeria,Ogun,Odogbolu,,Odogbolu,6.8365,3.7641,1,"Sahara Reporters",Regional,"On 13 October 2021, police officers shot and wounded a man during a stop and search operation in Odogbolu (Odogbolu, Ogun).",0,1635193321,NGA
8611896,566,NIG22269,22269,"13 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Catholic Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Abia,"Umuahia North",,Umuahia,5.5263,7.4896,1,"Nigeria Punch; Daily Leadership (Nigeria); Nigeria Herald; EONS Intelligence",National,"On 13 October 2021, armed men abducted a catholic priest and woman from two different locations in Umuahia (Umuahia North, Abia). There are no reports about ransom demands yet; the priest was released on 24 October, there are no reports about whether a ransom was paid.",0,1635798955,NGA
8597180,566,NIG22259,22259,"12 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Students (Nigeria)",7,37,"Western Africa",Nigeria,"Cross River","Calabar Municipal",,Calabar,4.9667,8.3333,1,"Cross River Watch; Sahara Reporters",Subnational-Regional,"On 12 October 2021, unidentified armed men abducted two university students in Calabar (Calabar Municipal, Cross River). A naval rating escaped the abduction.",0,1634581156,NGA
8597181,566,NIG22262,22262,"12 October 2021",2021,1,Battles,"Armed clash","IPOB: Indigenous Peoples of Biafra",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Anambra,Ihiala,,Ihiala,5.8538,6.8603,1,"Guardian (Nigeria); Desert Herald; New Telegraph; Nigerian Eye; Vanguard (Nigeria); Nigeria Security Tracker",Other-National,"On 12 October 2021, Nigerian security forces repelled an attack by suspected IPOB on the convoy of the Anambra state governor at the rally of the APGA party in Ihiala (Ihiala, Anambra). One soldier was shot (condition not reported), at least six other people were killed and several others were injured.",6,1634581156,NGA
8597182,566,NIG22263,22263,"12 October 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Kaga,,Ngamdu,11.7652,12.2605,1,"HumAngle; Daily Post (Nigeria); PR Nigeria; Sahara Reporters",National-Regional,"On 12 October 2021, military forces of Nigeria foiled an attack by ISWAP/Boko Haram members on a camp in Ngamdu (Kaga, Borno). The attack was repelled by military helicopters and supported by ground troops; four soldiers were killed. Other sources report over six soldiers killed. Scores of ISWAP/BH members (coded as 20) were also killed and unspecified number were wounded.",24,1634581156,NGA
8597183,566,NIG22264,22264,"12 October 2021",2021,1,"Violence against civilians",Attack,"NURTW: National Union of Road Transport Workers",,3,"Civilians (Nigeria)","RTEAN: Road Transport Employers Association of Nigeria; Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Lagos,Apapa,,"Tin Can Island",6.4339,3.3564,2,"Sahara Reporters; Sun (Nigeria)",National-Regional,"On 12 October 2021, armed individuals, suspected NURTW members, attacked RTEAN workers at the Tin-Can First gate and Fagbems Gas station on the Apapa/Oshodi expressway (Apapa, Lagos), coded to Tin Can Island. 15 RTEAN workers were shot and injured. The attack is believed to follow RTEAN and NURTW clashes over ticket fees for truck drivers.",0,1634581156,NGA
8597581,566,NIG22261,22261,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Sokoto,Goronyo,,Goronyo,13.4423,5.6723,1,"Sahara Reporters",Regional,"On 12 October 2021, youths in Goronyo (Goronyo, Sokoto) protested over the insecurity which has forced people to flee the area. [size=no report]",0,1634581157,NGA
8597617,566,NIG22260,22260,"12 October 2021",2021,1,Battles,"Armed clash","Niger Communal Militia (Nigeria)",,4,"Shiroro Communal Militia (Nigeria)","Hunters Group of Nigeria",4,44,"Western Africa",Nigeria,Niger,Shiroro,,"Farin Dutse",9.8205,6.688,2,"Sun (Nigeria)",National,"On 12 October 2021, a Niger communal militia clashed with a Shiroro communal militia and a group of hunters when the Niger militia invaded Farin Doki (Shiroro, Niger), coded as Farin Dutse. Two Shiroro militia members and scores (coded as 20) of the Niger militia men were killed. Fatalities coded as 22.",22,1634581157,NGA
8605881,566,NIG22284,22284,"12 October 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-) Lagos State Environmental and Special Offences Task Force",,1,"Civilians (Nigeria)",,7,17,"Western Africa",Nigeria,Lagos,Oshodi,,Oshodi,6.5582,3.3466,1,"Nigeria Punch",National,"On 12 October 2021, officers of the Lagos task force shot and wounded a man who protested the bashing of his car by a commercial bus driver in Oshodi (Oshodi, Lagos).",0,1635193321,NGA
8606111,566,NIG22283,22283,"12 October 2021",2021,1,"Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)",,7,27,"Western Africa",Nigeria,Niger,Bosso,,Chanchaga,9.5333,6.5833,2,"Undisclosed Source","Local partner-Other","On 12 October 2021, the Bakura faction of Boko Haram attacked villagers around Bosso (Bosso, Borno), coded as Chanchaga. Casualties unknown.",0,1635193321,NGA
8597172,566,NIG22245,22245,"11 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Business Day (Nigeria); Daily Independent (Nigeria); Sun (Nigeria)",National,"On 11 October 2021, hundreds of retired workers protested in Benin City (Oredo, Edo) over unpaid pensions and gratuities. [size=hundreds]",0,1634581156,NGA
8597173,566,NIG22246,22246,"11 October 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Sun (Nigeria); Daily Trust (Nigeria); Nigeria Punch",National,"On 11 October 2021, residents and road users protested over the poor state of the Sapele road in Benin City (Oredo, Edo). [size=no report]",0,1634581156,NGA
8597174,566,NIG22247,22247,"11 October 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Catholic Christian Group (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Jema'a,,"Fadan Kagoma",9.5045,8.1763,1,"GardaWorld; Sahara Reporters; Premium Times (Nigeria); The Cable (Nigeria); Nigeria Punch",Other-National,"On 11 October 2021, a Kaduna militia attacked a seminary in Fadan Kagoma (Jema'a, Kaduna), six seminarians were wounded, five were abducted and two were later released. The abductors demanded for a ransom of 50 million naira, other reports claim 15 million. The abductees were released 48 hours later, no reports about whether a ransom was paid.",0,1634581156,NGA
